ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,2.509
Asia-Pacific Journal of Oncology Nursing,Asia-Pacific Journal of Oncology Nursing,2.509
NEUROSURGERY CLINICS OF NORTH AMERICA,NEUROSURGERY CLINICS OF NORTH AMERICA,2.509
BIOTROPICA,BIOTROPICA,2.508
CHILD CARE HEALTH AND DEVELOPMENT,CHILD CARE HEALTH AND DEVELOPMENT,2.508
Environmental Engineering Research,Environmental Engineering Research,2.507
VIBRATIONAL SPECTROSCOPY,VIBRATIONAL SPECTROSCOPY,2.507
CANCER CAUSES & CONTROL,CANCER CAUSES & CONTROL,2.506
GAIA-Ecological Perspectives for Science and Society,GAIA-Ecological Perspectives for Science and Society,2.506
Journal of Chemistry,Journal of Chemistry,2.506
NEPHROLOGY,NEPHROLOGY,2.506
WOOD SCIENCE AND TECHNOLOGY,WOOD SCIENCE AND TECHNOLOGY,2.506
Anti-Cancer Agents in Medicinal Chemistry,Anti-Cancer Agents in Medicinal Chemistry,2.505
BIOPOLYMERS,BIOPOLYMERS,2.505
PEDIATRIC RADIOLOGY,PEDIATRIC RADIOLOGY,2.505
Psychiatry Investigation,Psychiatry Investigation,2.505
EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,2.503
INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,2.503
JOURNAL OF GLAUCOMA,JOURNAL OF GLAUCOMA,2.503
MAGAZINE OF CONCRETE RESEARCH,MAGAZINE OF CONCRETE RESEARCH,2.503
JOURNAL OF CLINICAL MONITORING AND COMPUTING,JOURNAL OF CLINICAL MONITORING AND COMPUTING,2.502
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE TRANSACTIONS ON INFORMATION THEORY,2.501
AIDS REVIEWS,AIDS REVIEWS,2.5
ALGAE,ALGAE,2.5
American Journal of Hospice & Palliative Medicine,American Journal of Hospice & Palliative Medicine,2.5
ARCTIC ANTARCTIC AND ALPINE RESEARCH,ARCTIC ANTARCTIC AND ALPINE RESEARCH,2.5
Arctic Science,Arctic Science,2.5
CHILD NEUROPSYCHOLOGY,CHILD NEUROPSYCHOLOGY,2.5
International Journal of Stem Cells,International Journal of Stem Cells,2.5
Journal of Artificial Intelligence and Soft Computing Research,Journal of Artificial Intelligence and Soft Computing Research,2.5
Organogenesis,Organogenesis,2.5
PSYCHOMETRIKA,PSYCHOMETRIKA,2.5
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,2.5
BMC Family Practice,BMC Family Practice,2.497
EUROPEAN JOURNAL OF CANCER PREVENTION,EUROPEAN JOURNAL OF CANCER PREVENTION,2.497
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,2.497
IET Intelligent Transport Systems,IET Intelligent Transport Systems,2.496
JOURNAL OF POROUS MATERIALS,JOURNAL OF POROUS MATERIALS,2.496
Cardiovascular Engineering and Technology,Cardiovascular Engineering and Technology,2.495
INORGANIC CHEMISTRY COMMUNICATIONS,INORGANIC CHEMISTRY COMMUNICATIONS,2.495
MINI-REVIEWS IN ORGANIC CHEMISTRY,MINI-REVIEWS IN ORGANIC CHEMISTRY,2.495
CHEMICAL ENGINEERING COMMUNICATIONS,CHEMICAL ENGINEERING COMMUNICATIONS,2.494
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,AMERICAN JOURNAL OF CLINICAL PATHOLOGY,2.493
NEUROIMMUNOMODULATION,NEUROIMMUNOMODULATION,2.492
JOURNAL OF INEQUALITIES AND APPLICATIONS,JOURNAL OF INEQUALITIES AND APPLICATIONS,2.491
Medicina Intensiva,Medicina Intensiva,2.491
Sexual Medicine,Sexual Medicine,2.491
EPISODES,EPISODES,2.49
INTERNATIONAL JOURNAL OF HEMATOLOGY,INTERNATIONAL JOURNAL OF HEMATOLOGY,2.49
Clinical Cosmetic and Investigational Dermatology,Clinical Cosmetic and Investigational Dermatology,2.489
GEOLOGICAL JOURNAL,GEOLOGICAL JOURNAL,2.489
OPTO-ELECTRONICS REVIEW,OPTO-ELECTRONICS REVIEW,2.489
Journal of Tropical Medicine,Journal of Tropical Medicine,2.488
Translational Pediatrics,Translational Pediatrics,2.488
BIOCHEMISTRY-MOSCOW,BIOCHEMISTRY-MOSCOW,2.487
COMPUTER STANDARDS & INTERFACES,COMPUTER STANDARDS & INTERFACES,2.487
CRYOBIOLOGY,CRYOBIOLOGY,2.487
GENESIS,GENESIS,2.487
IEEE Transactions on Haptics,IEEE Transactions on Haptics,2.487
METEORITICS & PLANETARY SCIENCE,METEORITICS & PLANETARY SCIENCE,2.487
PHYSICA SCRIPTA,PHYSICA SCRIPTA,2.487
Clinical Trials,Clinical Trials,2.486
JOURNAL OF NEUROIMAGING,JOURNAL OF NEUROIMAGING,2.486
Saudi Journal of Gastroenterology,Saudi Journal of Gastroenterology,2.485
IEEE Journal of the Electron Devices Society,IEEE Journal of the Electron Devices Society,2.484
International Journal of Speech-Language Pathology,International Journal of Speech-Language Pathology,2.484
BMC Pharmacology & Toxicology,BMC Pharmacology & Toxicology,2.483
HEALTH PROMOTION INTERNATIONAL,HEALTH PROMOTION INTERNATIONAL,2.483
International Journal of Concrete Structures and Materials,International Journal of Concrete Structures and Materials,2.483
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,2.483
CELLS TISSUES ORGANS,CELLS TISSUES ORGANS,2.481
ANTICANCER RESEARCH,ANTICANCER RESEARCH,2.48
CURRENT APPLIED PHYSICS,CURRENT APPLIED PHYSICS,2.48
EXPERIMENTS IN FLUIDS,EXPERIMENTS IN FLUIDS,2.48
JOURNAL OF GREAT LAKES RESEARCH,JOURNAL OF GREAT LAKES RESEARCH,2.48
Proteome Science,Proteome Science,2.48
ACTA HISTOCHEMICA,ACTA HISTOCHEMICA,2.479
Cell Journal,Cell Journal,2.479
International Journal of Environmental Research,International Journal of Environmental Research,2.479
INTERNATIONAL MICROBIOLOGY,INTERNATIONAL MICROBIOLOGY,2.479
JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY,JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY,2.479
New Microbiologica,New Microbiologica,2.479
ANNALES D ENDOCRINOLOGIE,ANNALES D ENDOCRINOLOGIE,2.478
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,2.478
JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,2.478
ACTA ASTRONOMICA,ACTA ASTRONOMICA,2.477
International Journal of Dental Hygiene,International Journal of Dental Hygiene,2.477
BRAZILIAN JOURNAL OF MICROBIOLOGY,BRAZILIAN JOURNAL OF MICROBIOLOGY,2.476
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,2.475
SEPARATION SCIENCE AND TECHNOLOGY,SEPARATION SCIENCE AND TECHNOLOGY,2.475
BMC Neurology,BMC Neurology,2.474
JOURNAL OF SUPERCOMPUTING,JOURNAL OF SUPERCOMPUTING,2.474
ANNALS ACADEMY OF MEDICINE SINGAPORE,ANNALS ACADEMY OF MEDICINE SINGAPORE,2.473
AQUATIC BOTANY,AQUATIC BOTANY,2.473
International Health,International Health,2.473
International Journal of Naval Architecture and Ocean Engineering,International Journal of Naval Architecture and Ocean Engineering,2.473
JOURNAL OF MEDICAL MICROBIOLOGY,JOURNAL OF MEDICAL MICROBIOLOGY,2.472
ORTHOPEDIC CLINICS OF NORTH AMERICA,ORTHOPEDIC CLINICS OF NORTH AMERICA,2.472
Canadian Journal of Infectious Diseases & Medical Microbiology,Canadian Journal of Infectious Diseases & Medical Microbiology,2.471
Food Science of Animal Resources,Food Science of Animal Resources,2.471
JOM,JOM,2.471
LABORATORY ANIMALS,LABORATORY ANIMALS,2.471
Magnetic Resonance in Medical Sciences,Magnetic Resonance in Medical Sciences,2.471
REVISTA CHILENA DE HISTORIA NATURAL,REVISTA CHILENA DE HISTORIA NATURAL,2.471
Journal of Hydro-environment Research,Journal of Hydro-environment Research,2.47
METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,2.47
WIND AND STRUCTURES,WIND AND STRUCTURES,2.47
AMERICAN JOURNAL OF EMERGENCY MEDICINE,AMERICAN JOURNAL OF EMERGENCY MEDICINE,2.469
JOURNAL OF WILDLIFE MANAGEMENT,JOURNAL OF WILDLIFE MANAGEMENT,2.469
APPLIED NUMERICAL MATHEMATICS,APPLIED NUMERICAL MATHEMATICS,2.468
COGNITIVE NEUROPSYCHOLOGY,COGNITIVE NEUROPSYCHOLOGY,2.468
IEEE PHOTONICS TECHNOLOGY LETTERS,IEEE PHOTONICS TECHNOLOGY LETTERS,2.468
JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,2.468
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,2.468
American Journal of Rhinology & Allergy,American Journal of Rhinology & Allergy,2.467
Crystallography Reviews,Crystallography Reviews,2.467
FINANCE AND STOCHASTICS,FINANCE AND STOCHASTICS,2.467
JOURNAL OF CHEMOMETRICS,JOURNAL OF CHEMOMETRICS,2.467
International Journal of General Medicine,International Journal of General Medicine,2.466
TISSUE & CELL,TISSUE & CELL,2.466
Diversity-Basel,Diversity-Basel,2.465
ECOLOGICAL ENTOMOLOGY,ECOLOGICAL ENTOMOLOGY,2.465
HEAT AND MASS TRANSFER,HEAT AND MASS TRANSFER,2.464
JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,2.464
LUMINESCENCE,LUMINESCENCE,2.464
Philosophy Ethics and Humanities in Medicine,Philosophy Ethics and Humanities in Medicine,2.464
BMC Medical Education,BMC Medical Education,2.463
MATHEMATICS AND COMPUTERS IN SIMULATION,MATHEMATICS AND COMPUTERS IN SIMULATION,2.463
Annals of Global Health,Annals of Global Health,2.462
Geotechnique Letters,Geotechnique Letters,2.462
BIOTECHNOLOGY LETTERS,BIOTECHNOLOGY LETTERS,2.461
INDIAN JOURNAL OF MICROBIOLOGY,INDIAN JOURNAL OF MICROBIOLOGY,2.461
INTERNATIONAL JOURNAL OF MODERN PHYSICS D,INTERNATIONAL JOURNAL OF MODERN PHYSICS D,2.461
LEARNING & MEMORY,LEARNING & MEMORY,2.46
EXPERIMENTAL LUNG RESEARCH,EXPERIMENTAL LUNG RESEARCH,2.459
International Journal of Green Energy,International Journal of Green Energy,2.459
Population Health Management,Population Health Management,2.459
Primary Care Diabetes,Primary Care Diabetes,2.459
VETERINARY RESEARCH COMMUNICATIONS,VETERINARY RESEARCH COMMUNICATIONS,2.459
Journal of Marine Science and Engineering,Journal of Marine Science and Engineering,2.458
Laryngoscope Investigative Otolaryngology,Laryngoscope Investigative Otolaryngology,2.458
PLASMA PHYSICS AND CONTROLLED FUSION,PLASMA PHYSICS AND CONTROLLED FUSION,2.458
PSYCHIATRIC GENETICS,PSYCHIATRIC GENETICS,2.458
PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,2.458
INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,2.457
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS,JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS,2.457
TETRAHEDRON,TETRAHEDRON,2.457
Biointerphases,Biointerphases,2.456
EURASIP Journal on Wireless Communications and Networking,EURASIP Journal on Wireless Communications and Networking,2.455
International Journal of Industrial Engineering Computations,International Journal of Industrial Engineering Computations,2.455
International Journal of Low-Carbon Technologies,International Journal of Low-Carbon Technologies,2.455
JOURNAL OF PLANKTON RESEARCH,JOURNAL OF PLANKTON RESEARCH,2.455
Peptide Science,Peptide Science,2.455
Implant Dentistry,Implant Dentistry,2.454
International Journal of Rheumatic Diseases,International Journal of Rheumatic Diseases,2.454
SYNLETT,SYNLETT,2.454
Global Health-Science and Practice,Global Health-Science and Practice,2.453
Progress in Brain Research,Progress in Brain Research,2.453
PURE AND APPLIED CHEMISTRY,PURE AND APPLIED CHEMISTRY,2.453
Western Journal of Emergency Medicine,Western Journal of Emergency Medicine,2.453
ANNALS OF PROBABILITY,ANNALS OF PROBABILITY,2.452
GEOLOGICAL MAGAZINE,GEOLOGICAL MAGAZINE,2.452
ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,2.452
EPIDEMIOLOGY AND INFECTION,EPIDEMIOLOGY AND INFECTION,2.451
JOURNAL OF FOOD QUALITY,JOURNAL OF FOOD QUALITY,2.45
APPLIED ANIMAL BEHAVIOUR SCIENCE,APPLIED ANIMAL BEHAVIOUR SCIENCE,2.448
Chinese Optics Letters,Chinese Optics Letters,2.448
Clinical Pharmacology in Drug Development,Clinical Pharmacology in Drug Development,2.448
JOURNAL OF MEDICAL ECONOMICS,JOURNAL OF MEDICAL ECONOMICS,2.448
NEUROLOGICAL RESEARCH,NEUROLOGICAL RESEARCH,2.448
Experimental and Therapeutic Medicine,Experimental and Therapeutic Medicine,2.447
JAPANESE JOURNAL OF OPHTHALMOLOGY,JAPANESE JOURNAL OF OPHTHALMOLOGY,2.447
MAGNETIC RESONANCE IN CHEMISTRY,MAGNETIC RESONANCE IN CHEMISTRY,2.447
Complementary Therapies in Clinical Practice,Complementary Therapies in Clinical Practice,2.446
COMPLEMENTARY THERAPIES IN MEDICINE,COMPLEMENTARY THERAPIES IN MEDICINE,2.446
JOURNAL OF TERRAMECHANICS,JOURNAL OF TERRAMECHANICS,2.446
BIOMETRIKA,BIOMETRIKA,2.445
Chronic Respiratory Disease,Chronic Respiratory Disease,2.444
INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,2.444
HEAT TRANSFER RESEARCH,HEAT TRANSFER RESEARCH,2.443
IEEE Photonics Journal,IEEE Photonics Journal,2.443
OPTIK,OPTIK,2.443
RIVER RESEARCH AND APPLICATIONS,RIVER RESEARCH AND APPLICATIONS,2.443
CANADIAN JOURNAL OF PLANT PATHOLOGY,CANADIAN JOURNAL OF PLANT PATHOLOGY,2.442
MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES,MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES,2.442
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,2.441
Journal of Otolaryngology-Head & Neck Surgery,Journal of Otolaryngology-Head & Neck Surgery,2.441
OPERATIVE DENTISTRY,OPERATIVE DENTISTRY,2.44
Psychogeriatrics,Psychogeriatrics,2.44
Informatics for Health & Social Care,Informatics for Health & Social Care,2.439
Journal of Thermal Science,Journal of Thermal Science,2.438
CHIRALITY,CHIRALITY,2.437
PHYSICA B-CONDENSED MATTER,PHYSICA B-CONDENSED MATTER,2.436
SOILS AND FOUNDATIONS,SOILS AND FOUNDATIONS,2.436
European Journal of Obstetrics & Gynecology and Reproductive Biology,European Journal of Obstetrics & Gynecology and Reproductive Biology,2.435
Fixed Point Theory,Fixed Point Theory,2.435
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,2.435
JOURNAL OF PLANT BIOLOGY,JOURNAL OF PLANT BIOLOGY,2.434
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,2.433
Photonic Sensors,Photonic Sensors,2.433
Theoretical Biology and Medical Modelling,Theoretical Biology and Medical Modelling,2.432
ANNALS OF GLACIOLOGY,ANNALS OF GLACIOLOGY,2.431
Best Practice & Research-Clinical Anaesthesiology,Best Practice & Research-Clinical Anaesthesiology,2.431
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,2.431
Breast Journal,Breast Journal,2.431
Environmental Progress & Sustainable Energy,Environmental Progress & Sustainable Energy,2.431
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,JOURNAL OF EVALUATION IN CLINICAL PRACTICE,2.431
Journal of Food Measurement and Characterization,Journal of Food Measurement and Characterization,2.431
JOURNAL OF DIFFERENTIAL EQUATIONS,JOURNAL OF DIFFERENTIAL EQUATIONS,2.43
Medicina-Lithuania,Medicina-Lithuania,2.43
SOFT MATERIALS,SOFT MATERIALS,2.429
Machines,Machines,2.428
POLYMER ENGINEERING AND SCIENCE,POLYMER ENGINEERING AND SCIENCE,2.428
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,2.427
OCEANOLOGIA,OCEANOLOGIA,2.427
PUBLIC HEALTH,PUBLIC HEALTH,2.427
JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,2.426
Discrete and Continuous Dynamical Systems-Series S,Discrete and Continuous Dynamical Systems-Series S,2.425
MICROSURGERY,MICROSURGERY,2.425
CURRENT EYE RESEARCH,CURRENT EYE RESEARCH,2.424
WEED RESEARCH,WEED RESEARCH,2.424
Psychology Health & Medicine,Psychology Health & Medicine,2.423
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,2.423
Therapeutics and Clinical Risk Management,Therapeutics and Clinical Risk Management,2.423
Biology Open,Biology Open,2.422
FISHERIES RESEARCH,FISHERIES RESEARCH,2.422
International Journal of Hypertension,International Journal of Hypertension,2.42
CANADIAN JOURNAL OF MICROBIOLOGY,CANADIAN JOURNAL OF MICROBIOLOGY,2.419
DENTOMAXILLOFACIAL RADIOLOGY,DENTOMAXILLOFACIAL RADIOLOGY,2.419
Hydrology Research,Hydrology Research,2.419
JOURNAL OF ADVANCED TRANSPORTATION,JOURNAL OF ADVANCED TRANSPORTATION,2.419
RAPID COMMUNICATIONS IN MASS SPECTROMETRY,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,2.419
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,2.417
MATHEMATICS OF COMPUTATION,MATHEMATICS OF COMPUTATION,2.417
Nature Conservation-Bulgaria,Nature Conservation-Bulgaria,2.417
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,2.416
JOURNAL OF MAMMALOGY,JOURNAL OF MAMMALOGY,2.416
Atmospheric Science Letters,Atmospheric Science Letters,2.415
European Transport Research Review,European Transport Research Review,2.415
MARINE MICROPALEONTOLOGY,MARINE MICROPALEONTOLOGY,2.415
TETRAHEDRON LETTERS,TETRAHEDRON LETTERS,2.415
CLINICAL ANATOMY,CLINICAL ANATOMY,2.414
ENERGY JOURNAL,ENERGY JOURNAL,2.414
TEACHING AND LEARNING IN MEDICINE,TEACHING AND LEARNING IN MEDICINE,2.414
ACTA ASTRONAUTICA,ACTA ASTRONAUTICA,2.413
COMPUTATIONAL GEOSCIENCES,COMPUTATIONAL GEOSCIENCES,2.413
Clinical Medicine Insights-Oncology,Clinical Medicine Insights-Oncology,2.412
Physical Review Physics Education Research,Physical Review Physics Education Research,2.412
JOURNAL OF EVOLUTIONARY BIOLOGY,JOURNAL OF EVOLUTIONARY BIOLOGY,2.411
Journal of Infrastructure Systems,Journal of Infrastructure Systems,2.411
AEROBIOLOGIA,AEROBIOLOGIA,2.41
Canadian Journal of Emergency Medicine,Canadian Journal of Emergency Medicine,2.41
Operational Research,Operational Research,2.41
SYSTEMATICS AND BIODIVERSITY,SYSTEMATICS AND BIODIVERSITY,2.41
Canadian Respiratory Journal,Canadian Respiratory Journal,2.409
Chronic Illness,Chronic Illness,2.409
COPD-Journal of Chronic Obstructive Pulmonary Disease,COPD-Journal of Chronic Obstructive Pulmonary Disease,2.409
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,2.408
CHEMISTRY & BIODIVERSITY,CHEMISTRY & BIODIVERSITY,2.408
NUCLEAR MEDICINE AND BIOLOGY,NUCLEAR MEDICINE AND BIOLOGY,2.408
ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS,ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS,2.408
FIRE AND MATERIALS,FIRE AND MATERIALS,2.407
INVERSE PROBLEMS,INVERSE PROBLEMS,2.407
3 Biotech,3 Biotech,2.406
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,RESTORATIVE NEUROLOGY AND NEUROSCIENCE,2.406
ALCOHOL,ALCOHOL,2.405
DIGESTIVE DISEASES,DIGESTIVE DISEASES,2.404
Journal of Multidisciplinary Healthcare,Journal of Multidisciplinary Healthcare,2.404
Plasmonics,Plasmonics,2.404
DUKE MATHEMATICAL JOURNAL,DUKE MATHEMATICAL JOURNAL,2.403
Journal of Developmental Origins of Health and Disease,Journal of Developmental Origins of Health and Disease,2.401
POSTGRADUATE MEDICAL JOURNAL,POSTGRADUATE MEDICAL JOURNAL,2.401
Annals of Hepatology,Annals of Hepatology,2.4
BioScience Trends,BioScience Trends,2.4
CORROSION REVIEWS,CORROSION REVIEWS,2.4
INJURY PREVENTION,INJURY PREVENTION,2.399
European Journal of Oncology Nursing,European Journal of Oncology Nursing,2.398
Journal of Maternal-Fetal & Neonatal Medicine,Journal of Maternal-Fetal & Neonatal Medicine,2.398
Electronics,Electronics,2.397
ACTA NEUROLOGICA BELGICA,ACTA NEUROLOGICA BELGICA,2.396
Human Gene Therapy Methods,Human Gene Therapy Methods,2.396
EUROPEAN JOURNAL OF CONTROL,EUROPEAN JOURNAL OF CONTROL,2.395
EXTREMOPHILES,EXTREMOPHILES,2.395
FORENSIC SCIENCE INTERNATIONAL,FORENSIC SCIENCE INTERNATIONAL,2.395
JOURNAL OF MOLECULAR EVOLUTION,JOURNAL OF MOLECULAR EVOLUTION,2.395
HOLZFORSCHUNG,HOLZFORSCHUNG,2.393
Nursing Inquiry,Nursing Inquiry,2.393
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,2.392
Clinical Simulation in Nursing,Clinical Simulation in Nursing,2.391
CONTINENTAL SHELF RESEARCH,CONTINENTAL SHELF RESEARCH,2.391
FOOD SCIENCE AND BIOTECHNOLOGY,FOOD SCIENCE AND BIOTECHNOLOGY,2.391
JOURNAL DE MYCOLOGIE MEDICALE,JOURNAL DE MYCOLOGIE MEDICALE,2.391
JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,2.391
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,2.391
PROBABILITY THEORY AND RELATED FIELDS,PROBABILITY THEORY AND RELATED FIELDS,2.391
JOURNAL OF NEUROSCIENCE METHODS,JOURNAL OF NEUROSCIENCE METHODS,2.39
ADVANCES IN POLYMER TECHNOLOGY,ADVANCES IN POLYMER TECHNOLOGY,2.389
CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,2.389
SOIL SCIENCE AND PLANT NUTRITION,SOIL SCIENCE AND PLANT NUTRITION,2.389
APPLIED SPECTROSCOPY,APPLIED SPECTROSCOPY,2.388
BMC Nephrology,BMC Nephrology,2.388
JOURNAL OF ECONOMETRICS,JOURNAL OF ECONOMETRICS,2.388
JOURNAL OF MIDWIFERY & WOMENS HEALTH,JOURNAL OF MIDWIFERY & WOMENS HEALTH,2.388
COMMUNICATIONS IN MATHEMATICAL PHYSICS,COMMUNICATIONS IN MATHEMATICAL PHYSICS,2.386
PSYCHOSOMATICS,PSYCHOSOMATICS,2.386
Fishes,Fishes,2.385
Journal of the American Psychiatric Nurses Association,Journal of the American Psychiatric Nurses Association,2.385
Mathematics in Engineering,Mathematics in Engineering,2.385
International Journal of Implant Dentistry,International Journal of Implant Dentistry,2.384
JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,2.384
UPSALA JOURNAL OF MEDICAL SCIENCES,UPSALA JOURNAL OF MEDICAL SCIENCES,2.384
BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO,BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO,2.383
Journal of Coatings Technology and Research,Journal of Coatings Technology and Research,2.382
BRAIN AND LANGUAGE,BRAIN AND LANGUAGE,2.381
JOURNAL OF ECONOMIC ENTOMOLOGY,JOURNAL OF ECONOMIC ENTOMOLOGY,2.381
NURSING RESEARCH,NURSING RESEARCH,2.381
Frontiers in Computational Neuroscience,Frontiers in Computational Neuroscience,2.38
JOURNAL OF ANIMAL BREEDING AND GENETICS,JOURNAL OF ANIMAL BREEDING AND GENETICS,2.38
Netherlands Heart Journal,Netherlands Heart Journal,2.38
DOCUMENTA OPHTHALMOLOGICA,DOCUMENTA OPHTHALMOLOGICA,2.379
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,2.378
ENVIRONMENTAL ENTOMOLOGY,ENVIRONMENTAL ENTOMOLOGY,2.377
JOURNAL OF HYDROINFORMATICS,JOURNAL OF HYDROINFORMATICS,2.376
PSYCHIATRY RESEARCH-NEUROIMAGING,PSYCHIATRY RESEARCH-NEUROIMAGING,2.376
Reproductive Biology,Reproductive Biology,2.376
CLINICAL HEMORHEOLOGY AND MICROCIRCULATION,CLINICAL HEMORHEOLOGY AND MICROCIRCULATION,2.375
Familial Cancer,Familial Cancer,2.375
INDIAN JOURNAL OF MEDICAL RESEARCH,INDIAN JOURNAL OF MEDICAL RESEARCH,2.375
